Date,Week,Month,Year,Truck,Rail,Barge,Gulf_Vessel,Pacific_Vessel,Gulf_Vessel_lag_1,Gulf_Vessel_lag_2,Gulf_Vessel_lag_4,Gulf_Vessel_lag_8,Gulf_Vessel_lag_13,Gulf_Vessel_lag_26,Gulf_Vessel_lag_52,Pacific_Vessel_lag_1,Pacific_Vessel_lag_2,Pacific_Vessel_lag_4,Pacific_Vessel_lag_8,Pacific_Vessel_lag_13,Pacific_Vessel_lag_26,Pacific_Vessel_lag_52,Gulf_Vessel_rolling_mean_4,Gulf_Vessel_rolling_std_4,Gulf_Vessel_rolling_mean_8,Gulf_Vessel_rolling_std_8,Gulf_Vessel_rolling_mean_13,Gulf_Vessel_rolling_std_13,Gulf_Vessel_rolling_mean_26,Gulf_Vessel_rolling_std_26,Pacific_Vessel_rolling_mean_4,Pacific_Vessel_rolling_std_4,Pacific_Vessel_rolling_mean_8,Pacific_Vessel_rolling_std_8,Pacific_Vessel_rolling_mean_13,Pacific_Vessel_rolling_std_13,Pacific_Vessel_rolling_mean_26,Pacific_Vessel_rolling_std_26,Gulf_Vessel_change_1w,Gulf_Vessel_change_4w,Gulf_Vessel_pct_change_1w,Gulf_Vessel_pct_change_4w,Pacific_Vessel_change_1w,Pacific_Vessel_change_4w,Pacific_Vessel_pct_change_1w,Pacific_Vessel_pct_change_4w,week_sin,week_cos,Truck_current,Barge_current,Gulf_target,Pacific_target
2010-01-06,1,1,2010,106.0,84.0,116.2,,,172.9,174.17,177.98,177.98,142.38,152.56,58.48,175.77,178.15,199.52,187.65,140.14,156.77,61.76,174.48749999999998,2.4040711997206974,177.98250000000002,4.946094418829779,169.03307692307692,13.895263812186766,157.61615384615385,16.23825140264264,184.6775,10.686481725370172,194.775,15.39506599995276,181.61846153846156,22.756014533214938,162.5253846153846,26.160184744113934,-1.2699999999999818,-10.169999999999987,-0.007291726474134341,-0.05555252089364715,-2.3799999999999955,-33.25999999999999,-0.013359528487229877,-0.15911591637563982,0.12053668025532305,0.992708874098054,106.0,116.2,183.07,199.52
2010-07-14,28,7,2010,110.0,82.0,118.65,129.67,128.27,142.38,157.64,174.17,183.07,177.98,183.07,139.84,144.89,156.77,175.77,204.28,199.52,199.52,147.27,160.8175,14.101962924831778,171.46624999999997,14.803897109978596,174.1676923076923,11.96153846978373,172.60269230769228,10.331240993296552,159.7375,12.773314304961477,177.85000000000002,22.33584051314446,183.9923076923077,19.21456615602062,186.27653846153848,16.04304059517632,-15.259999999999991,-35.599999999999994,-0.0968028419182948,-0.20002247443532983,-11.880000000000024,-35.630000000000024,-0.07577980480959379,-0.1973742521604256,-0.23931566428755743,-0.9709418174260521,110.0,118.65,142.38,147.27
2010-07-21,29,7,2010,109.0,82.0,129.96,142.38,147.27,129.67,142.38,169.08,185.61,177.98,177.98,152.56,128.27,144.89,161.52,204.28,194.77,190.02,147.27,149.6925,17.256989646710313,164.79125,19.96397501035947,170.45153846153846,17.085384517258465,170.54884615384614,13.103189940446514,147.8625,14.816349921623754,168.34875,25.438075756911037,178.51153846153846,23.98568352377212,183.53615384615387,19.420191158055033,-12.710000000000008,-44.5,-0.08926815563983714,-0.2554975024401447,-16.619999999999976,-47.5,-0.1147077092967077,-0.27023951755134545,-0.3546048870425356,-0.9350162426854148,109.0,129.96,146.2,152.02
2010-07-28,30,7,2010,110.0,83.0,118.65,146.2,152.02,142.38,129.67,157.64,181.8,175.44,174.17,162.73,147.27,128.27,156.77,194.77,185.27,185.27,156.77,143.01749999999998,11.44240759921917,159.3875,19.365513345708795,167.71307692307693,18.566925514929288,169.17961538461537,14.116454081892837,144.3,11.855108603467123,161.2225,21.63549117934446,174.85769230769236,24.902969419276577,181.8919230769231,20.62183154217541,12.710000000000008,-26.700000000000017,0.09801804580859108,-0.15791341376863033,19.0,-14.25,0.14812504872534493,-0.08822436849925708,-0.46472317204376806,-0.8854560256532101,110.0,118.65,152.56,159.14
2010-08-04,31,8,2010,110.0,86.0,113.45,152.56,159.14,146.2,142.38,142.38,177.98,177.98,170.35,157.64,152.02,147.27,144.89,180.52,190.02,180.52,156.77,140.15749999999997,7.2198447582573495,154.93749999999997,17.47787070228178,165.46384615384616,19.3091263130771,168.10384615384615,14.771494731929481,143.1125,10.329370342216745,155.87875,16.934610744611014,172.3,25.446013767713296,180.6130769230769,21.41952114669842,3.819999999999993,-11.439999999999998,0.026829610900407364,-0.07257041360060901,4.75,-4.75,0.032253683710192105,-0.03029916438094027,-0.5680647467311556,-0.8229838658936566,110.0,113.45,152.56,156.77
2010-08-11,32,8,2010,113.0,96.0,132.41,152.56,156.77,152.56,146.2,129.67,174.17,183.07,160.18,144.93,159.14,152.02,128.27,175.77,199.52,175.77,142.52,142.7025,9.649747406020653,151.76,14.795054192918391,163.50846153846155,19.222941088776455,167.41961538461538,15.072252514013625,146.675,13.204081439716534,153.20625,13.906698219103287,169.92461538461538,25.092878676158254,179.79076923076926,21.829705068658857,6.360000000000014,10.180000000000007,0.043502051983584256,0.07149880601208047,7.119999999999976,14.25,0.04683594263912627,0.09835047277244802,-0.663122658240795,-0.7485107481711013,113.0,132.41,157.64,161.52
2010-08-18,33,8,2010,112.0,94.0,133.63,157.64,161.52,152.56,152.56,142.38,169.08,183.07,155.1,142.38,156.77,159.14,147.27,161.52,204.28,166.27,137.77,148.425,5.022917478916122,149.05875,11.785664945782546,161.16153846153844,18.483929887947756,167.12653846153847,15.291151413104833,153.8,5.264529102081849,150.83125,10.771830243082334,166.63615384615383,23.65094449786334,179.05999999999997,22.283002670197185,0.0,22.890000000000015,0.0,0.17652502506362322,-2.369999999999976,28.5,-0.014892547442503346,0.2221875730880174,-0.7485107481711011,-0.6631226582407952,112.0,133.63,165.27,171.02
2010-08-25,34,8,2010,112.0,98.0,139.44,165.27,171.02,157.64,152.56,146.2,157.64,185.61,160.18,134.76,161.52,156.77,152.02,156.77,204.28,175.77,133.02,152.24,4.68495464225646,147.62875,9.477352610300029,159.20538461538462,17.278463287854805,167.22423076923076,15.21918714598949,157.3625,4.055353457673779,150.83125,10.771830243082334,163.34692307692305,20.77834304615205,178.8773076923077,22.411162318397352,5.079999999999984,15.259999999999991,0.03329837441006811,0.10717797443461152,4.75,14.25,0.03029916438094027,0.09676105113057654,-0.8229838658936564,-0.5680647467311559,112.0,139.44,162.73,166.27
2010-09-01,35,8,2010,111.0,100.0,154.73,162.73,166.27,165.27,157.64,152.56,142.38,181.8,165.27,132.21,171.02,161.52,159.14,144.89,194.77,180.52,118.76,157.0075,6.006370923167023,148.58249999999998,10.905129526968555,157.64076923076922,15.519598073370837,167.42000000000002,15.157562864789188,162.1125,6.246937249564781,152.6125,12.86834626960099,160.78846153846155,17.027280486596073,178.69461538461536,22.456819940636493,7.630000000000024,19.07000000000002,0.04840142095914768,0.1304377564979482,9.5,19.0,0.058816245666171385,0.12498355479542167,-0.8854560256532096,-0.4647231720437691,111.0,154.73,165.27,166.27
2010-09-08,36,9,2010,111.0,94.0,151.37,165.27,166.27,162.73,165.27,152.56,129.67,177.98,172.9,144.93,166.27,171.02,156.77,128.27,180.52,204.28,137.77,159.55,5.637345711118482,151.12625,11.602760678265573,156.17384615384614,13.858068370965672,167.3223076923077,15.180142636404138,163.89500000000004,6.132223631495071,155.285,13.24986576751664,158.59615384615384,13.820157101410826,178.14653846153848,22.58401911836059,-2.5400000000000205,10.169999999999987,-0.015368790464089233,0.06666229680125846,-4.75,7.130000000000024,-0.027774529294819272,0.04480331783335445,-0.9350162426854147,-0.3546048870425359,111.0,151.37,172.9,190.02
